itemID	Tongan Word	Dictionary Page	Number of Letters	Number of Phonemes	Number of Moras	Part of Speech	Meaning in English
2179	ninimo	134	6	6	3	verb	to suffer from vertigo or giddiness, or dizziness
2180	niu	134	3	3	2	noun	coconut
2181	niumōnia	134	8	9	6	noun	pneumonia
2182	ni'ihi	134	6	6	3	adjective/pronoun	some, several, a number of, any, any of them
2183	nō	134	2	3	2	verb	to borrow, or to hire
2184	noate-uesite	134	11	11	7	adjective/noun	north-west
2185	noate-'isite	134	11	11	6	adjective/noun	north-east
2186	noa'ia	134	6	6	4	adjective/adverb	no particular kind
2187	nofo	134	4	4	2	verb	to sit; to stay, dwell, live, reside
2188	nofo noa	134	7	7	4	verb	to be idle, to be doing nothing
2189	nofo totongi	134	11	10	5	verb	(of persons) to live and pay rent, or to pay for one's board; (of a house) to be rented by those who live in it
2190	nofo'anga	134	9	8	4	noun	dwelling place; place for sitting, seat
2191	noko	134	4	4	2	noun	hip
2192	nono'o	134	6	6	3	verb	to tie, tie on, tie up, or lace up; to tether; to moor
2193	nonga	134	5	4	2	adjective/verb	(of the wind or sea) calm, still, tranquil; (of persons or the mind) calm, tranquil, peaceful, contented; (of pain) gone or almost so
2194	nōpele	134	6	7	4	noun	noble
2195	nota	134	4	4	2	noun	note
2196	nounou	134	6	6	4	adjective/verb	short
2197	Nōvema	134	6	7	4	noun	November
2198	Nuku'alofa	134	10	10	5	noun	name of the capital of Tonga
2199	nusi	135	4	4	2	verb	to rub (clothes) with hands (in washing them); to crush or crumple together in the hand; to crush and rub between the hands
2200	nusipepa	135	8	8	4	noun	newspaper
2201	Nu'u Sila	135	8	8	4	noun	New Zealand
2202	ngaahi	135	6	5	3	plural marker	 sign of plural
2203	ngaahi kava	135	10	9	5	verb	to make or prepare kava for drinking, or to join with others in drinking kava
2204	ngahau	135	6	5	3	noun	arrow
2205	ngai'i	135	6	5	3	verb	to creak or squeak; to make a grating or grinding sound
2206	ngākau	135	6	6	4	noun	bowels, intestines
2207	ngako	135	5	4	2	noun	fat, dripping, grease; ointment
2208	ngala	135	5	4	2	verb	to cry noisily or loudly, to howl
2209	ngali	135	5	4	2	verb	to look or seem; to be seemly, suitable, or befitting
2210	ngalingali	135	10	8	4	verb	to look as if, to look like, seem, or be likely
2211	ngalo	135	5	4	2	verb	to sink; to submerge, to disappear or pass completely under the surface, to disappear from sight; to disappear from thought or memory to be forgotten
2212	ngalulu	135	7	6	3	verb	to shake or quake
2213	ngalulululu	135	11	10	5	verb	to keep on shaking, or to be shaky
2214	ngangana	135	8	6	3	verb	to come or fall to pieces; to fall (fruit or leaves from a tree)
2215	ngangau	135	7	5	3	verb	(of the head) to ache
2216	ngaofe	135	6	5	3	adjective/verb	curved, bent in the form of a curve
2217	ngaohi	135	6	5	3	verb	to make, construct, build, manufacture; to make or cause to be; to do, attend to, handle, treat, deal with, manipulate, manage, work; to mend, repair, to prepare, get ready; to touch or meddle with
2218	ngaohi'anga	135	11	9	5	noun	place where things are made
2219	ngaongao	135	8	6	4	adjective/verb	(of place or building) to have very few people in it;(of people) to be reduced to a very small number
2220	ngata	135	5	4	2	noun	snake, serpent
2221	ngau	135	4	3	2	verb	to gnaw, to chew
2222	ngāue	135	5	5	4	noun	work; doing, action; (religious) service, public worship
2223	ngaue	135	5	4	3	verb	to move, make a movement, or to budge
2224	ngāue'aki	135	9	9	6	verb	o use; to work at, to do as one's work
2225	ngāue'anga	135	10	9	6	noun	place of work, or sphere of work
2226	ngeau	135	5	4	3	numeral	hundreds
2227	ngeli	135	5	4	2	noun	monkey
2228	nge'esi	135	7	6	3	noun	shell, husk, pod, or empty container
2229	nge'esi-nima	135	11	10	5	noun	finger-nail; thimble
2230	nge'esi-va'e	136	11	10	5	noun	toe-nail
2231	nge'esi-'ulu	136	11	10	5	noun	one’s skull
2232	ngingila	136	8	6	3	verb	to shine, be bright, glisten, or glitter
2233	ngofua	136	6	5	3	adjective/verb	allowed, permitted, permissible, not prohibited
2234	ngoto'umu	136	9	8	4	noun	native oven, hole in which food is cooked; crater
2235	ngoue	136	5	4	3	noun	gardening, agriculture; garden
2236	ngoue'anga	136	10	8	5	noun	gardening land, gardening allotment, place where gardens are
2237	ngoue'i	136	7	6	4	verb	to cultivate (the soil); to use for gardening
2238	ngungulu	136	8	6	3	verb	to growl, make a growling noise
2239	ngutu	136	5	4	2	noun	mouth
2240	ō	136	1	2	2	verb	to go; to go with, be accompanied by or combined with
2241	ofa	136	3	3	2	noun	fathom, six feet
2242	ofi	136	3	3	2	adjective/verb	near
2243	ofo	136	3	3	2	verb	to feel surprise, to be surprised, to get a surprise
2244	ohu	136	3	3	2	verb	to dip up, ladle; to bale; to catch (little fish) by dipping them up in large numbers
2245	olo	136	3	3	2	verb	to rub hard; to scrub
2246	oma	136	3	3	2	adjective/verb	very swift, swift and straight like the flight of a dart
2247	omi	136	3	3	2	verb	to come, begin to come, come away
2248	onioni	136	6	6	4	noun	onion
2249	onongeau	136	8	7	5	numeral	six hundred (600)
2250	onongofulu	136	10	9	5	numeral	sixty (60)
2251	onopooni	136	8	8	5	noun	these days, these modern times
2252	ongo	136	4	3	2	numeral	sign of dual number
2253	ongo-lelei	136	9	8	5	adjective/verb	to sound nice or pleasant; to feel nice or pleasant
2254	ongo-mālie	136	9	9	6	adjective/verb	to sound well; having a pleasing sound, melodious
2255	ongo me'a	136	8	7	4	noun	two persons
2256	ongo me'a mali	136	12	11	6	noun	married couple, bride and bridegroom
2257	ongoongo	136	8	6	4	noun	news, report, or reputation
2258	ongoongoa	136	9	7	5	adjective/verb	famous, renowned
2259	ongosia	136	7	6	4	verb	to be tired, exhausted, or weary
2260	ongo'i	136	6	5	3	verb	to hear; to perceive, feel; pleasure, taste, smell
2261	o'i	136	3	3	2	verb	to mash; to shape by force, to press or change into a new shape or pattern, to alter the shape or pattern or nature of; to try to persuade or compel to act differently, to urge, press
2262	pā	137	2	3	2	verb	to burst, explode, blow up; (of plants) to burst or break through the soil; (of story, news) to be reported, to become known
2263	paame	137	5	5	3	noun	palm (tree)
2264	paasi	137	5	5	3	verb	to pass (an examination or estimates)
2265	paa'i	137	5	5	3	verb	to slap
2266	pāhia	137	5	6	4	verb	to be utterly sick and tired of or fed up with, to be exasperated
2267	pailate	137	7	7	4	noun	pilot
2268	painite	137	7	7	4	noun	pint
2269	paipa	137	5	5	3	noun	pipe; tube; tap
2270	paka	137	4	4	2	noun	crab
2271	pakau or pakapakau	137	5	5	3	adjective/verb	thin, lean, slender, having comparatively little flesh
2272	paki	137	4	4	2	verb	to break or break off with the hand; to pick or pluck
2273	pakihi	137	6	6	3	verb	to click, or to make a crackling, braking or snapping noise, or a noise like two pieces of wood hitting together; (of the voice) to be sharp, metallic or falsetto
2274	paku	137	4	4	2	noun	crust (bread, pie, etc.); crackling
2275	pakupaku	137	8	8	4	adjective/verb	quite dry, dry right through, or dry and hard
2276	palaea	137	6	6	4	noun	pliers
2277	palakipoe	137	9	9	5	noun	blackboard
2278	palakū	137	6	7	4	adjective/verb	disgusting (in appearance), repulsive-looking; repulsively dirty or ugly or immoral
2279	palāleli	137	8	9	5	adjective	parallel
2280	palani	137	6	6	3	noun	plan
2281	palanisi	137	8	8	4	noun	balance (esp. in book- keeping)
2282	palanite	137	8	8	4	noun	planet
2283	palasi	137	6	6	3	noun	palace
2284	palasitā	137	8	9	5	noun	plaster (for a wall); sticking-plaster
2285	Palataisi	137	9	9	5	noun	Paradise
2286	palau	137	5	5	3	verb	to plough; to grade (a road)
2287	palesiteni	137	10	10	5	noun	president
2288	palōfesa	137	8	9	5	noun	professor
2289	palofisai	137	9	9	5	verb	to prophesy
2290	palōfita	137	8	9	5	noun	prophet
2291	palōmesi	137	8	9	5	noun	promise
2292	palōmeta	137	8	9	5	noun	barometer
2293	palopalema	137	10	10	5	verb	problem
2294	palulali	137	8	8	4	adjective/verb	plural
2295	pā maka	137	6	7	4	noun	wall of stone or rock, rock resembling a wall
2296	panefu	138	6	6	3	adjective/verb	greyish brown
2297	pāneli	138	6	7	4	noun	panel; shutter (that pushes out)
2298	pani	138	4	4	2	noun	bun
2299	pangikē	138	7	7	4	noun	bank
2300	papa	138	4	4	2	noun	sawn timber, plank(s), board(s)
2301	papā	138	4	5	3	verb	cracked along the grain
2302	papālangi or pālangi	138	9	9	5	adjective/noun	European, (person) belonging to any white-skinned race
2303	papani	138	6	6	3	verb	to besmear roughly or here and there
2304	papitaiso	138	9	9	5	noun	baptism
2305	pasā	138	4	5	3	noun	bazaar, fair for sale of goods (often by schools or churches)
2306	pāsese	138	6	7	4	noun	passenger; passage (on a ship)
2307	pasi or pasipasi	138	4	4	2	verb	to clap, to applaud by clapping
2308	Pasifiki	138	8	8	4	noun	Pacific
2309	pasiketipolo	138	12	12	6	noun/verb	basket-ball
2310	pāsipooti	138	9	10	6	noun	passport
2311	pata	138	4	4	2	noun	plantain with soft mealy sub-acid flesh
2312	pātele	138	6	7	4	noun	Catholic priest
2313	patepate	138	8	8	4	noun	scar
2314	pateta	138	6	6	3	noun	potato
2315	pato	138	4	4	2	noun	duck
2316	pau	138	3	3	2	adjective/verb	without doubt or uncertainty; certain, definite; settled, determined, decided; (of the mind) made up; necessary, inevitable
2317	pāuni	138	5	6	4	noun	pound (weight)
2318	pauta	138	5	5	3	noun	face powder, or baking powder
2319	pau'u	138	5	5	3	adjective/verb	ill-mannered, naughty, mischievous; to do mischievous or naughty things
2320	pa'ake	138	6	6	3	noun	park
2321	pa'anga	138	7	6	3	noun	coin, money; fund
2322	pe	138	2	2	1	conjunction	or, whether, or merely introducing an indirect question
2323	pea	138	3	3	2	noun	bear (animal); pear (fruit)
2324	pea mo	138	5	5	3	conjunction	and, and also
2325	pea' u	138	5	5	3	conjunction	and I (with verb following)
2326	peau	138	4	4	3	noun	wave, billow
2327	peesi	138	5	5	3	noun	page (of a book)
2328	peito	138	5	5	3	noun	kitchen
2329	peka	138	4	4	2	noun	bat, flying fox
2330	pēkani	138	6	7	4	noun	bacon
2331	pekenene	138	8	8	4	noun	pistol
2332	pekepeka	138	8	8	4	noun	swallow (bird)
2333	peku	138	4	4	2	adjective/verb	blunt
2334	pele	138	4	4	2	adjective/verb	specially beloved or favoured; petted, made a pet of; favourite
2335	pelepela	139	8	8	4	noun	mud, mire, or muddy pool
2336	peleti	139	6	6	3	noun	plate; plaque, memorial tablet
2337	pelu	139	4	4	2	verb	to fold, bend or flex; to reef (a sail); to hem
2338	peni	139	4	4	2	noun	penny (coin); pen, pencil (writing instrument)
2339	penisini	139	8	8	4	noun	benzine, petrol, gasoline, or naphtha
2340	penisiō	139	7	8	5	noun	banjo
2341	Penitekosi	139	10	10	5	noun	Pentecost
2342	pepa or pepa kai	139	4	4	2	noun	pepper
2343	pepa ako	139	7	7	4	noun	school paper, exercise book
2344	pepa fai-tohi	139	11	11	6	noun	writing pad
2345	pepa fale-mālōlō	139	14	17	10	noun	toilet paper
2346	pepa fefeka	139	10	10	5	noun	cardboard
2347	pepa kofukofu	139	12	12	6	noun	wrapping paper
2348	pepa sikaleti	139	12	12	6	noun	cigarette paper
2349	pepa tā-fakatātā	139	14	17	10	noun	drawing paper
2350	pepa taipe	139	9	9	5	noun	typing paper
2351	pepa teuteu	139	10	10	6	noun	decorating paper
2352	pepa 'aofi-fale	139	13	13	7	noun	wall-paper
2353	pepe	139	4	4	2	noun	butterfly
2354	peseti	139	6	6	3	noun	per cent
2355	pesipesi	139	8	8	4	noun	claws
2356	pēsoni	139	6	7	4	noun	basin, enamel basin
2357	petepete	139	8	8	4	adjective/verb	rough (to the touch)
2358	pe'i	139	4	4	2	interjection	all right then, very well then
2359	pia	139	3	3	2	noun	beer
2360	pihi	139	4	4	2	verb	to splash up, fly up, as spray does; to squirt
2361	piini	139	5	5	3	noun	bean(s)
2362	piisi	139	5	5	3	noun	peach
2363	piki	139	4	4	2	verb	to take hold of; to hold on, cling, stick, or adhere
2364	pikipiki	139	8	8	4	adjective/verb	sticky; grimy; gathered up, puckered
2365	piko	139	4	4	2	adjective/verb	bent, crooked (of one bend only)
2366	pikopiko	139	8	8	4	adjective/verb	crooked
2367	piko'i	139	6	6	3	verb	to bend, make crooked; to pervert or to falsify
2368	piliki	139	6	6	3	noun	brick
2369	pilinisesi	139	10	10	5	noun	princess
2370	piliote	139	7	7	4	noun	period, full stop
2371	pilīsone	139	8	9	5	noun	prison, jail
2372	Pilitānia	139	9	10	6	noun	Britain
2373	piliu	139	5	5	3	noun	blue (for blueing clothes)
2374	pilo	139	4	4	2	noun	pillow, or cushion
2375	pine	139	4	4	2	noun	pin
2376	pingikī	139	7	7	4	adjective/verb	pink
2377	pīpī	139	4	6	4	noun	turkey
2378	Pīpī	139	4	6	4	noun	B.P. (Burns Philp Co., Ltd.)
2379	pipihi	139	6	6	3	adjective/verb	infectious
2380	pipiki	139	6	6	3	verb	to hold on or adhere, etc.; to remain clinging or adhering; or to be stuck fast
2381	pipiko	139	6	6	3	verb	to be disinclined, reluctant, unwilling, or bored
2382	pīponu or pīpīponu	139	6	7	4	adjective/verb	wet through, saturated
2383	pisikete	139	8	8	4	noun	biscuit
2384	pisinisi	139	8	8	4	noun	business
2385	pīsope	139	6	7	4	noun	bishop
2386	pitoi	139	5	5	3	noun	stuffing
2387	pitu	139	4	4	2	noun	yellow bamboo
2388	piva	140	4	4	2	noun	skirt
2389	pō	140	2	3	2	noun	night
2390	poaki	140	5	5	3	verb	to apologize for one's absence, to ask to have one's absence excused; to ask for leave or permission
2391	poini	140	5	5	3	noun	point; or decimal point
2392	polata	140	6	6	3	noun	trunk or main stem of plantain or banana plant
2393	polisi	140	6	6	3	noun	police; policeman
2394	polopeni	140	8	8	4	noun	ball-pen, ball-point pen
2395	polosi	140	6	6	3	noun	brush
2396	polota	140	6	6	3	noun	bolt
2397	pongia	140	6	5	3	verb	to faint, collapse, swoon, lose consciousness
2398	pongipongi	140	10	8	4	noun	morning
2399	pōpao	140	5	6	4	noun	canoe
2400	popilini	140	8	8	4	noun	poplin
2401	popo	140	4	4	2	adjective/verb	(of wood) rotten, decaying; (of palm of hand or sole of foot) to be affected with a disease which makes it dry and cracked; (of clothes) old and worn out
2402	pōpoaki	140	7	8	5	noun	message
2403	popongi	140	7	6	3	verb	to be dazzled, to be hurt by the light
2404	pōpō'uli	140	8	10	6	adjective/verb	overcast, somewhat dark
2405	pōpula	140	6	7	4	noun	captive, prisoner, or slave
2406	pōsiti'ofisi	140	12	13	7	noun	post office
2407	poto	140	4	4	2	adjective/verb	to be clever, skilful; to understand what to do and be able to do it
2408	potu	140	4	4	2	noun	place, locality; side, end
2409	potufolofola	140	12	12	6	noun	text or verse of scripture
2410	potungāue	140	9	9	6	noun	department, bureau, sphere of work; circuit; parish, charge
2411	potutohi	140	8	8	4	noun	place in a book or letter
2412	potu'i	140	6	6	3	noun	end of, piece of
2413	pou	140	3	3	2	noun	post, pillar, pile
2414	poupou	140	6	6	4	verb	to prop up, to support; to second; to emphasize, lay stress on; to urge, exhort
2415	po'uli	140	6	6	3	noun	night, darkness
2416	puaka	140	5	5	3	noun	pig
2417	puha	140	4	4	2	noun	box, case; barrel
2418	puha 'aisi	140	9	9	5	noun	ice-chest, refrigerator
2419	puha 'uhila	140	10	10	5	noun	storage battery, car battery (“electric box”)
2420	puhi	140	4	4	2	verb	to blow energetically (with the mouth); (of a whale) to spout; to puff, puff at; to issue forcibly through a mouth or opening
2421	puhi'i	140	6	6	3	verb	to blow, blow away, or blow out (with the mouth)
2422	puho	140	4	4	2	verb	to blaze up, flare up
2423	puipui	140	6	6	4	noun	curtain; blind
2424	puke	140	4	4	2	noun	mound of earth over a yam or a taro or other root vegetable
2425	pukepuke	140	8	8	4	verb	to hold on to or keep hold of, to retain or maintain; to hold back, restrain
2426	pukupuku	140	8	8	4	adjective/verb	short (in height)
2427	pule	140	4	4	2	adjective/verb	to be marked with spots or coloured patterns
2428	Pulelulu	141	8	8	4	noun	Wednesday
2429	pule-ngāue	141	9	9	6	noun	foreman
2430	pule'anga	141	9	8	4	noun	kingdom, government, state, nation
2431	puli	141	4	4	2	verb	to be out of sight, to disappear or vanish; to be lost, gone, or missing
2432	pulia	141	5	5	3	verb	to disappear, to become lost or mislaid; to be completely hidden or concealed
2433	pulopula	141	8	8	4	noun	seed-yams, piece(s) of yam for planting
2434	pūlou	141	5	6	4	noun	cloth (of any kind) used as a covering for the head or the face; hood
2435	pulu	141	4	4	2	noun	coconut husk
2436	pulū	141	4	5	3	adjective/verb	blue
2437	pulu-lole	141	8	8	4	noun	chewing gum
2438	pulumu	141	6	6	3	noun	broom
2439	pulusi	141	6	6	3	verb	to print, to print and publish
2440	pulu tau-niu	141	10	10	6	noun	coconut-husk used for squeezing or wringing cream from grated coconut
2441	puna	141	4	4	2	verb	to fly; to leap, jump, spring, or bounce; (of liquids) to squirt, to issue forth
2442	punake	141	6	6	3	noun	poem; poet
2443	punopuna	141	8	8	4	verb	to jump along or to proceed by jumps or short flights
2444	punopunou	141	9	9	5	verb	to be stooping, or to stoop all the time
2445	pununga	141	7	6	3	noun	nest
2446	pupu	141	4	4	2	verb	to be close together, crowded together; (of events) to occur at frequent intervals, to be frequent
2447	pūpū	141	4	6	4	noun	mouth-wash, gargle
2448	pupuha	141	6	6	3	noun	perspiration; heat (of the day)
2449	pupuha'ia	141	9	9	5	adjective/verb	(of persons) hot and perspiring, oppressively hot
2450	pupula	141	6	6	3	verb	to swell, be or become swollen; to expand; to bulge
2451	pupunga	141	7	6	3	noun	clump, group, cluster, number of things close together
2452	puputu'u	141	8	8	4	verb	to be confused, perplexed, bewildered, mystified, baffled
2453	puteni	141	6	6	3	noun	pudding
2454	putu	141	4	4	2	noun	funeral, funeral rites
2455	pu'aki	141	6	6	3	verb	to utter aloud, pronounce, or declare; to eject (from the mouth)
